speed,acceleration,steering_angle,distance_ahead,lane_position,traffic_density,traffic_light,obstacle_detected,road_condition,weather,road_curvature,action
87.3,-0.02,12.09,163.93,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
35.82,-2.04,-0.55,103.21,RIGHT,MEDIUM,NONE,NO,WET,CLEAR,RIGHT,MAINTAIN_SPEED
59.0,1.66,-7.61,107.48,CENTER,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
145.8,-2.64,-24.67,172.39,CENTER,MEDIUM,NONE,YES,DRY,CLEAR,LEFT,TURN_LEFT
61.55,-0.87,-18.57,157.37,LEFT,MEDIUM,NONE,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
69.01,-0.6,4.75,141.93,CENTER,LOW,NONE,YES,WET,CLEAR,LEFT,MAINTAIN_SPEED
28.0,-4.39,-3.12,46.61,CENTER,HIGH,RED,NO,WET,RAIN,LEFT,BRAKE
78.76,0.98,-11.21,21.9,CENTER,LOW,NONE,NO,DRY,RAIN,RIGHT,TURN_RIGHT
119.93,-0.13,9.18,151.31,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
52.71,-4.34,2.34,138.0,CENTER,HIGH,GREEN,NO,DRY,RAIN,RIGHT,CHANGE_LANE_RIGHT
86.95,-0.06,-5.24,136.54,CENTER,HIGH,GREEN,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
109.65,2.62,-6.11,10.9,RIGHT,MEDIUM,RED,YES,DRY,CLEAR,STRAIGHT,STOP
138.5,0.83,9.75,12.7,RIGHT,HIGH,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
67.68,1.92,12.58,137.4,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
36.8,-1.65,6.51,48.05,LEFT,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
140.93,-1.29,14.3,150.06,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
83.54,-2.14,1.41,125.05,CENTER,LOW,YELLOW,YES,DRY,CLEAR,STRAIGHT,BRAKE
0.15,-1.34,-19.01,110.84,CENTER,MEDIUM,YELLOW,YES,SLIPPERY,CLEAR,STRAIGHT,MAINTAIN_SPEED
147.19,4.81,-21.64,197.37,LEFT,HIGH,YELLOW,NO,DRY,CLEAR,RIGHT,BRAKE
149.56,0.19,-2.18,193.65,LEFT,HIGH,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
23.25,3.58,17.79,8.83,CENTER,HIGH,RED,YES,DRY,CLEAR,STRAIGHT,STOP
88.22,7.65,-14.12,119.67,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
1.68,-5.61,-17.19,163.35,LEFT,LOW,GREEN,NO,WET,FOG,RIGHT,TURN_RIGHT
116.5,0.35,-5.16,104.54,CENTER,LOW,RED,NO,SLIPPERY,RAIN,RIGHT,STOP
88.83,0.2,-11.22,65.45,CENTER,MEDIUM,YELLOW,NO,DRY,CLEAR,RIGHT,BRAKE
122.93,1.36,-6.3,143.79,RIGHT,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
82.33,0.56,-16.55,158.59,RIGHT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
14.71,2.64,-9.82,50.48,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
133.4,0.57,20.8,57.16,CENTER,HIGH,RED,NO,DRY,CLEAR,LEFT,STOP
85.61,1.33,1.48,54.85,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
105.91,5.08,-0.42,38.49,CENTER,MEDIUM,NONE,NO,DRY,RAIN,RIGHT,MAINTAIN_SPEED
96.38,-1.53,29.9,177.54,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
40.48,3.46,8.33,50.41,RIGHT,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,TURN_RIGHT
144.6,1.72,25.56,174.08,RIGHT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
117.14,0.3,12.83,42.64,CENTER,MEDIUM,NONE,NO,SLIPPERY,RAIN,RIGHT,BRAKE
7.12,-1.91,-2.22,53.02,LEFT,HIGH,YELLOW,NO,WET,CLEAR,LEFT,MAINTAIN_SPEED
96.96,2.73,6.33,61.76,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
40.93,1.21,6.8,67.59,CENTER,LOW,YELLOW,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
135.17,-1.68,-4.11,144.83,CENTER,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,STOP
9.55,2.15,2.7,147.55,CENTER,HIGH,YELLOW,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
49.76,0.57,-6.79,183.37,CENTER,HIGH,NONE,YES,WET,CLEAR,LEFT,CHANGE_LANE_LEFT
28.28,4.57,-14.74,197.35,CENTER,MEDIUM,NONE,NO,DRY,RAIN,STRAIGHT,ACCELERATE
140.55,0.33,-16.82,36.41,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
83.01,-3.12,4.34,78.83,CENTER,LOW,YELLOW,NO,WET,FOG,RIGHT,BRAKE
139.24,-1.67,0.67,14.39,LEFT,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,BRAKE
53.22,-0.57,3.32,67.46,CENTER,HIGH,GREEN,NO,DRY,RAIN,LEFT,CHANGE_LANE_RIGHT
97.21,-1.52,-10.09,24.2,CENTER,LOW,YELLOW,YES,SLIPPERY,CLEAR,STRAIGHT,BRAKE
134.74,-2.19,-8.06,61.39,LEFT,MEDIUM,GREEN,NO,WET,CLEAR,RIGHT,TURN_RIGHT
40.64,1.57,4.94,161.19,LEFT,LOW,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
50.8,-3.56,-10.68,153.16,RIGHT,LOW,NONE,NO,DRY,CLEAR,LEFT,TURN_LEFT
72.52,-0.77,14.36,22.84,CENTER,LOW,GREEN,YES,DRY,CLEAR,LEFT,BRAKE
13.53,2.54,6.06,144.65,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,ACCELERATE
141.38,-2.29,-0.82,199.88,CENTER,LOW,RED,YES,DRY,CLEAR,RIGHT,STOP
81.91,2.74,9.64,14.67,CENTER,LOW,RED,NO,DRY,CLEAR,LEFT,STOP
90.65,2.18,2.42,170.06,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
78.7,0.27,-14.2,105.11,CENTER,HIGH,YELLOW,YES,DRY,CLEAR,LEFT,BRAKE
116.08,-0.44,-4.9,24.99,LEFT,LOW,GREEN,NO,DRY,CLEAR,LEFT,BRAKE
47.71,-1.85,13.12,120.09,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
128.27,1.11,-0.79,86.02,LEFT,HIGH,GREEN,NO,DRY,RAIN,RIGHT,MAINTAIN_SPEED
30.4,-2.52,-5.77,189.02,CENTER,LOW,RED,NO,SLIPPERY,CLEAR,LEFT,BRAKE
11.22,-4.02,-4.07,130.3,LEFT,HIGH,GREEN,NO,WET,RAIN,STRAIGHT,ACCELERATE
75.9,-4.71,-5.17,28.53,CENTER,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
129.12,-3.67,-3.02,81.72,LEFT,MEDIUM,RED,NO,SLIPPERY,RAIN,STRAIGHT,STOP
147.69,-1.55,-6.82,67.1,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
50.5,0.76,1.62,66.96,RIGHT,MEDIUM,GREEN,YES,DRY,FOG,LEFT,MAINTAIN_SPEED
135.35,0.56,4.22,91.33,CENTER,LOW,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
145.01,-1.99,-13.61,111.36,CENTER,MEDIUM,GREEN,NO,SLIPPERY,FOG,STRAIGHT,BRAKE
105.79,-3.79,-16.22,140.6,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
91.5,0.32,-4.65,143.98,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
85.07,7.04,4.88,136.91,CENTER,HIGH,GREEN,NO,SLIPPERY,RAIN,LEFT,BRAKE
25.83,-1.63,1.3,105.13,RIGHT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
72.66,-1.35,-0.49,95.75,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
81.61,0.25,-18.36,67.34,CENTER,MEDIUM,NONE,YES,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
77.88,2.74,7.16,100.66,RIGHT,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
121.83,2.19,14.06,167.77,CENTER,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,STOP
38.5,2.51,14.03,153.62,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
43.89,1.36,-13.48,161.59,LEFT,LOW,NONE,NO,WET,FOG,STRAIGHT,MAINTAIN_SPEED
19.5,0.03,8.54,187.24,LEFT,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
133.54,3.9,-2.43,74.37,LEFT,LOW,NONE,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
84.1,-0.39,5.26,129.26,LEFT,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
32.5,2.32,-3.29,56.76,LEFT,HIGH,YELLOW,YES,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
128.88,1.79,-15.47,63.23,CENTER,LOW,RED,YES,DRY,RAIN,STRAIGHT,STOP
136.25,0.47,7.25,49.61,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
51.88,-1.37,-0.64,65.76,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
14.18,6.04,-18.06,123.8,CENTER,LOW,GREEN,YES,DRY,RAIN,STRAIGHT,ACCELERATE
7.11,-1.16,-24.09,115.66,CENTER,LOW,YELLOW,NO,DRY,CLEAR,LEFT,TURN_LEFT
113.76,5.06,0.6,170.73,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
64.7,3.34,3.09,192.45,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
146.24,0.13,18.58,159.57,CENTER,LOW,YELLOW,NO,DRY,CLEAR,LEFT,BRAKE
131.46,1.01,-5.58,18.8,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,BRAKE
24.76,-4.83,-17.69,19.5,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
144.19,0.67,-15.77,158.9,CENTER,MEDIUM,RED,NO,SLIPPERY,CLEAR,RIGHT,STOP
33.93,-0.41,-13.81,192.12,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
97.96,-0.7,6.12,84.23,CENTER,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
94.44,1.74,12.16,114.42,LEFT,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
126.14,-0.94,0.92,108.59,LEFT,MEDIUM,GREEN,NO,DRY,FOG,LEFT,MAINTAIN_SPEED
93.14,-0.92,-21.67,59.48,CENTER,MEDIUM,RED,NO,DRY,CLEAR,LEFT,STOP
91.22,-0.36,-16.53,141.68,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
120.64,2.32,9.76,18.13,CENTER,LOW,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
93.02,0.94,-24.08,42.33,LEFT,LOW,NONE,NO,DRY,FOG,STRAIGHT,BRAKE
107.62,-0.94,9.39,93.8,RIGHT,LOW,NONE,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
77.38,0.75,12.78,124.78,CENTER,MEDIUM,RED,NO,DRY,RAIN,LEFT,STOP
56.16,-1.06,-9.52,176.48,CENTER,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
77.81,2.14,3.0,87.24,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
20.83,-0.8,-2.2,118.05,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
10.96,1.48,-9.65,122.44,LEFT,HIGH,YELLOW,YES,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
141.66,-2.96,21.36,119.48,RIGHT,HIGH,RED,NO,DRY,CLEAR,LEFT,STOP
51.73,-3.2,5.22,87.55,LEFT,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
20.91,-2.45,-5.38,19.29,CENTER,MEDIUM,YELLOW,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
149.44,-1.59,4.17,17.97,CENTER,LOW,RED,YES,DRY,CLEAR,STRAIGHT,STOP
53.57,3.38,31.49,108.6,LEFT,MEDIUM,YELLOW,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
6.45,-2.75,8.66,51.62,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
142.03,0.99,2.71,97.05,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
127.03,-0.13,17.0,89.59,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
107.63,-1.9,12.78,110.34,CENTER,HIGH,NONE,NO,SLIPPERY,CLEAR,LEFT,BRAKE
105.55,-1.55,-13.45,25.52,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
26.22,0.82,-3.32,130.54,CENTER,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
138.48,-0.76,-8.97,16.5,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,BRAKE
93.27,3.57,-4.0,60.42,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
77.79,3.77,12.58,154.62,CENTER,HIGH,YELLOW,NO,WET,CLEAR,STRAIGHT,BRAKE
119.73,-0.42,2.55,199.31,LEFT,MEDIUM,GREEN,NO,SLIPPERY,RAIN,LEFT,BRAKE
76.55,0.23,-1.97,101.6,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
38.28,1.0,-7.04,88.15,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
10.66,-1.63,-8.17,105.71,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
68.93,-3.04,-10.72,199.14,CENTER,HIGH,GREEN,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
19.11,-2.05,-22.31,183.92,RIGHT,LOW,RED,YES,DRY,CLEAR,LEFT,BRAKE
125.38,1.09,-2.86,25.26,RIGHT,LOW,RED,NO,WET,CLEAR,STRAIGHT,STOP
112.66,1.4,7.26,90.86,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
10.68,-2.5,4.64,37.98,LEFT,LOW,YELLOW,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
38.37,-2.63,-7.92,147.0,CENTER,LOW,YELLOW,NO,WET,CLEAR,LEFT,MAINTAIN_SPEED
124.22,-4.6,1.23,144.17,CENTER,HIGH,RED,NO,WET,CLEAR,STRAIGHT,STOP
79.61,3.35,13.68,8.04,CENTER,HIGH,GREEN,NO,WET,CLEAR,RIGHT,TURN_RIGHT
76.77,1.26,13.8,159.03,CENTER,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
128.51,-1.96,15.66,3.45,CENTER,MEDIUM,RED,NO,DRY,RAIN,STRAIGHT,STOP
90.71,2.05,7.49,16.83,CENTER,HIGH,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
107.08,5.3,18.06,4.42,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
122.96,0.13,17.94,187.08,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
82.64,0.99,25.35,168.33,RIGHT,LOW,NONE,YES,DRY,RAIN,STRAIGHT,TURN_RIGHT
3.74,-0.2,8.33,27.23,LEFT,MEDIUM,YELLOW,NO,SLIPPERY,RAIN,RIGHT,TURN_RIGHT
124.85,-1.57,19.05,131.88,LEFT,HIGH,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
81.28,0.73,14.55,149.45,LEFT,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
24.84,-2.71,5.13,145.27,LEFT,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
137.29,-1.16,-5.33,144.59,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
113.48,1.13,-3.4,160.01,CENTER,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
24.51,5.23,4.37,149.01,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
27.05,-2.37,39.31,119.26,CENTER,LOW,RED,NO,DRY,CLEAR,RIGHT,BRAKE
55.8,4.59,-15.49,166.09,CENTER,LOW,GREEN,YES,DRY,RAIN,RIGHT,TURN_RIGHT
68.71,-0.2,-6.3,111.83,LEFT,HIGH,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
87.61,-2.57,-9.76,85.34,CENTER,LOW,NONE,YES,DRY,CLEAR,LEFT,TURN_LEFT
35.32,1.12,-2.33,130.28,LEFT,MEDIUM,GREEN,NO,DRY,RAIN,RIGHT,MAINTAIN_SPEED
95.39,-1.18,-17.22,173.16,CENTER,HIGH,RED,NO,DRY,CLEAR,RIGHT,STOP
16.08,0.46,16.65,96.83,CENTER,HIGH,GREEN,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
59.62,-1.71,20.11,151.75,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
44.78,-0.41,-11.27,18.79,CENTER,HIGH,NONE,NO,DRY,RAIN,LEFT,TURN_LEFT
82.61,0.43,-18.08,131.49,CENTER,MEDIUM,RED,NO,WET,CLEAR,STRAIGHT,STOP
4.44,2.05,-18.17,72.39,CENTER,HIGH,YELLOW,NO,DRY,CLEAR,LEFT,TURN_RIGHT
37.56,-1.92,-3.21,145.37,LEFT,MEDIUM,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
113.25,2.72,-8.02,116.02,CENTER,HIGH,YELLOW,NO,WET,CLEAR,RIGHT,BRAKE
73.38,-1.7,6.66,158.54,RIGHT,HIGH,GREEN,NO,DRY,RAIN,LEFT,MAINTAIN_SPEED
35.32,4.23,-13.66,42.14,CENTER,HIGH,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
147.99,0.6,-6.5,65.72,RIGHT,LOW,RED,NO,WET,CLEAR,LEFT,STOP
48.47,-0.66,-2.2,110.76,CENTER,MEDIUM,YELLOW,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
127.42,-2.64,4.14,54.47,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
26.38,4.49,-19.49,2.18,CENTER,LOW,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,MAINTAIN_SPEED
126.66,1.41,0.28,26.64,CENTER,HIGH,NONE,YES,DRY,CLEAR,LEFT,BRAKE
68.22,4.06,4.68,82.89,RIGHT,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
99.02,0.3,-39.95,28.21,LEFT,HIGH,NONE,YES,WET,RAIN,RIGHT,BRAKE
42.83,1.09,13.58,146.26,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
78.74,1.17,6.58,89.98,CENTER,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
119.04,1.89,11.29,180.43,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
40.1,-2.64,16.86,68.65,RIGHT,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
136.4,6.83,7.68,11.81,LEFT,MEDIUM,YELLOW,NO,WET,CLEAR,STRAIGHT,BRAKE
66.48,-4.4,-20.35,23.94,LEFT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
9.78,2.2,-0.25,101.74,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
96.61,0.36,-1.09,90.42,LEFT,LOW,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
137.45,3.26,10.34,173.87,CENTER,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
47.37,2.0,-12.21,96.88,RIGHT,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
61.29,-1.48,14.39,116.65,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
81.09,-1.22,-23.56,56.38,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
89.04,-2.21,-7.59,148.55,CENTER,HIGH,RED,YES,DRY,CLEAR,RIGHT,STOP
41.24,2.82,-4.18,61.69,LEFT,MEDIUM,RED,NO,DRY,RAIN,LEFT,BRAKE
13.01,2.25,10.57,126.79,LEFT,LOW,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
44.01,-4.37,11.26,127.8,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
58.13,7.14,3.91,120.17,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
33.75,-0.85,8.5,55.21,CENTER,MEDIUM,YELLOW,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
26.98,0.17,-20.24,115.29,RIGHT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
48.6,0.88,11.0,184.24,CENTER,MEDIUM,YELLOW,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
72.74,-1.51,-7.39,152.03,CENTER,HIGH,YELLOW,NO,DRY,CLEAR,LEFT,BRAKE
28.18,-3.45,-6.12,119.85,RIGHT,MEDIUM,GREEN,NO,WET,CLEAR,LEFT,MAINTAIN_SPEED
111.27,-4.87,-14.14,47.1,CENTER,HIGH,YELLOW,NO,WET,CLEAR,STRAIGHT,BRAKE
36.55,-2.85,-0.56,75.35,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
61.8,3.03,-19.06,162.75,RIGHT,HIGH,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
28.45,-0.83,28.0,3.36,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
92.28,-2.75,-7.04,153.84,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
79.77,-3.67,-14.33,41.0,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,RIGHT,TURN_RIGHT
94.43,0.46,27.38,88.11,CENTER,MEDIUM,RED,YES,WET,CLEAR,STRAIGHT,STOP
29.73,0.26,-22.48,177.13,CENTER,LOW,YELLOW,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
124.6,0.81,19.44,46.65,CENTER,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
8.32,-2.38,4.82,61.81,LEFT,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
51.55,-2.07,-1.01,196.89,CENTER,MEDIUM,RED,NO,WET,CLEAR,STRAIGHT,BRAKE
7.74,-1.22,-8.44,157.22,CENTER,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
83.34,-1.55,1.93,165.93,RIGHT,MEDIUM,GREEN,YES,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
43.21,0.69,-6.43,36.01,CENTER,HIGH,NONE,YES,SLIPPERY,CLEAR,LEFT,CHANGE_LANE_LEFT
75.92,-2.23,-3.35,87.47,CENTER,MEDIUM,RED,NO,DRY,RAIN,RIGHT,STOP
26.28,-3.18,-18.35,175.15,CENTER,LOW,RED,NO,WET,CLEAR,STRAIGHT,BRAKE
139.41,-1.0,-13.56,179.39,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
0.56,2.53,-19.13,92.14,CENTER,HIGH,NONE,YES,DRY,CLEAR,LEFT,TURN_LEFT
111.94,2.26,-13.64,125.89,RIGHT,LOW,YELLOW,YES,DRY,CLEAR,STRAIGHT,BRAKE
98.68,0.18,0.45,135.43,LEFT,HIGH,RED,NO,WET,CLEAR,STRAIGHT,STOP
18.36,-1.2,-0.63,194.9,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
25.52,0.25,-2.87,186.12,LEFT,LOW,GREEN,NO,SLIPPERY,RAIN,STRAIGHT,MAINTAIN_SPEED
56.27,1.27,-3.29,26.29,LEFT,MEDIUM,RED,YES,DRY,CLEAR,STRAIGHT,TURN_RIGHT
28.95,2.23,-4.94,183.26,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
20.81,-1.77,8.5,53.74,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
38.72,-2.34,0.16,175.41,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
55.27,-1.21,14.03,174.23,RIGHT,MEDIUM,NONE,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
86.6,1.65,-11.38,146.82,RIGHT,LOW,NONE,NO,DRY,CLEAR,LEFT,TURN_LEFT
46.07,-4.72,-14.29,90.77,RIGHT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,MAINTAIN_SPEED
83.1,-4.35,-8.66,68.42,LEFT,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
52.04,0.28,-13.58,80.42,LEFT,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
21.79,0.63,-6.22,184.4,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
104.26,-1.37,-5.68,56.87,CENTER,LOW,NONE,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
99.93,2.53,5.03,151.13,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
96.69,-2.21,4.37,180.24,RIGHT,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
